customer_id,total_spent,previous_purchases,avg_order_value,product_views,add_to_cart,session_duration,days_since_last_purchase_capped,customer_lifetime_value,sessions,purchase_rate,cluster,segment
CUST103299,1159.49,1,1159.49,2.0,0.0,4.63,275,1902.11,1,1.0,0,Potential Customers
CUST103300,0.0,0,0.0,2.0,0.0,4.84,400,0.0,1,0.0,2,At-Risk Customers
CUST103301,2596.68,1,2596.68,0.0,0.0,1.08,232,3371.46,1,0.0,0,Potential Customers
CUST103302,2519.02,1,2519.02,2.0,0.0,3.86,220,3151.58,1,0.0,0,Potential Customers
CUST103303,0.0,0,0.0,1.0,0.0,2.25,400,0.0,1,0.0,2,At-Risk Customers
CUST103304,0.0,0,0.0,2.0,0.0,5.66,400,27.66,1,0.0,2,At-Risk Customers
CUST103305,3818.67,2,1909.335,0.0,0.0,1.23,33,4809.35,1,0.0,0,Potential Customers
CUST103306,1558.9,1,1558.9,2.0,0.0,1.66,334,2109.27,1,0.0,0,Potential Customers
CUST103307,0.0,0,0.0,1.0,0.0,0.79,400,3.93,1,0.0,2,At-Risk Customers
CUST103308,4093.41,3,1364.47,1.0,0.0,5.42,210,5927.4,1,0.0,3,High Value Customers
CUST103309,0.0,0,0.0,1.0,0.0,1.42,400,55.38,1,0.0,2,At-Risk Customers
CUST103310,2237.01,1,2237.01,2.0,0.0,1.6,176,2867.25,1,0.0,0,Potential Customers
CUST103311,537.87,1,537.87,3.0,0.0,3.8,109,938.73,1,0.0,0,Potential Customers
CUST103312,0.0,0,0.0,1.0,0.0,3.63,400,121.3,1,0.0,2,At-Risk Customers
CUST103313,5370.08,3,1790.0266666666666,1.0,0.0,6.33,243,7798.88,1,0.0,3,High Value Customers
CUST103314,810.17,1,810.17,1.0,0.0,6.8,24,907.62,1,0.0,0,Potential Customers
CUST103315,1084.91,1,1084.91,2.0,0.0,8.95,286,1562.7,1,0.0,0,Potential Customers
CUST103316,1701.91,1,1701.91,3.0,0.0,12.56,286,1806.93,1,0.0,0,Potential Customers
CUST103317,1214.88,1,1214.88,2.0,0.0,8.41,291,1622.6,1,0.0,0,Potential Customers
CUST103318,274.65,1,274.65,1.0,0.0,5.12,84,492.88,1,0.0,0,Potential Customers
CUST103319,0.0,0,0.0,3.0,0.0,4.72,400,0.0,1,0.0,2,At-Risk Customers
CUST103320,0.0,0,0.0,1.0,0.0,6.24,400,0.0,1,0.0,2,At-Risk Customers
CUST103321,3446.63,2,1723.315,2.0,0.0,0.99,16,4634.22,1,0.0,0,Potential Customers
CUST103322,3036.69,2,1518.345,1.0,2.0,3.64,172,4748.14,1,0.0,1,Loyal Customers
CUST103323,0.0,0,0.0,2.0,0.0,1.13,400,118.68,1,0.0,2,At-Risk Customers
CUST103324,3112.65,3,1037.55,1.0,0.0,2.42,65,4547.36,1,0.0,0,Potential Customers
CUST103325,4684.17,2,2342.085,1.0,0.0,1.44,160,5575.47,1,1.0,0,Potential Customers
CUST103326,9656.84,3,3218.9466666666667,3.0,0.0,5.32,343,12757.2,1,0.0,3,High Value Customers
CUST103327,5553.31,2,2776.655,2.0,0.0,6.18,24,7477.49,1,0.0,3,High Value Customers
CUST103328,7943.91,3,2647.97,3.0,0.0,9.5,217,10348.89,1,0.0,3,High Value Customers
CUST103329,0.0,0,0.0,2.0,0.0,2.06,400,0.0,1,1.0,2,At-Risk Customers
CUST103330,6419.34,3,2139.78,2.0,0.0,2.56,349,9122.8,1,0.0,3,High Value Customers
CUST103331,1960.14,2,980.07,3.0,0.0,8.65,270,3134.42,1,0.0,0,Potential Customers
CUST103332,0.0,0,0.0,1.0,0.0,2.83,400,0.0,1,0.0,2,At-Risk Customers
CUST103333,1425.95,1,1425.95,2.0,0.0,2.45,162,2053.6,1,0.0,0,Potential Customers
CUST103334,7278.5,3,2426.1666666666665,3.0,3.0,6.68,249,9607.62,1,1.0,1,Loyal Customers
CUST103335,0.0,0,0.0,4.0,0.0,5.83,400,33.11,1,1.0,2,At-Risk Customers
CUST103336,498.66,1,498.66,3.0,0.0,7.92,262,834.04,1,0.0,2,At-Risk Customers
CUST103337,0.0,0,0.0,1.0,0.0,5.68,400,212.61,1,0.0,2,At-Risk Customers
CUST103338,5696.96,3,1898.9866666666667,4.0,0.0,3.08,161,7034.14,1,0.0,3,High Value Customers
CUST103339,785.14,1,785.14,4.0,0.0,10.61,103,1278.81,1,0.0,0,Potential Customers
CUST103340,7554.09,4,1888.5225,4.0,0.0,7.53,339,9316.54,1,1.0,3,High Value Customers
CUST103341,1598.27,1,1598.27,3.0,0.0,4.01,216,2265.06,1,0.0,0,Potential Customers
CUST103342,721.66,1,721.66,2.0,0.0,7.54,234,1119.31,1,0.0,0,Potential Customers
CUST103343,2304.99,1,2304.99,0.0,0.0,4.02,362,3056.76,1,0.0,0,Potential Customers
CUST103344,5002.49,2,2501.245,0.0,0.0,2.12,275,7439.71,1,0.0,3,High Value Customers
CUST103345,7683.14,3,2561.0466666666666,2.0,0.0,4.38,297,9325.47,1,1.0,3,High Value Customers
CUST103346,0.0,0,0.0,7.0,0.0,15.62,400,54.94,1,0.0,2,At-Risk Customers
CUST103347,0.0,0,0.0,3.0,2.0,8.41,400,64.34,1,0.0,1,Loyal Customers
CUST103348,255.81,1,255.81,3.0,0.0,5.43,211,488.51,1,0.0,2,At-Risk Customers
CUST103349,0.0,0,0.0,0.0,0.0,4.02,400,0.0,1,0.0,2,At-Risk Customers
CUST103350,11243.87,5,2248.7740000000003,2.0,3.0,1.77,242,15977.43,1,1.0,3,High Value Customers
CUST103351,0.0,0,0.0,3.0,0.0,4.02,400,21.63,1,1.0,2,At-Risk Customers
CUST103352,875.62,2,437.81,1.0,0.0,2.65,58,1429.01,1,0.0,0,Potential Customers
CUST103353,4613.45,2,2306.725,1.0,0.0,4.11,251,6786.26,1,0.0,3,High Value Customers
CUST103354,1601.1,1,1601.1,2.0,0.0,4.51,192,2136.05,1,0.0,0,Potential Customers
CUST103355,5326.64,3,1775.5466666666669,1.0,0.0,1.5,11,6347.44,1,0.0,3,High Value Customers
CUST103356,0.0,0,0.0,0.0,0.0,2.26,400,280.1,1,0.0,2,At-Risk Customers
CUST103357,0.0,0,0.0,0.0,0.0,3.16,400,51.93,1,0.0,2,At-Risk Customers
CUST103358,2601.47,1,2601.47,6.0,0.0,5.5,130,3627.04,1,0.0,0,Potential Customers
CUST103359,0.0,0,0.0,2.0,0.0,5.65,400,315.67,1,0.0,2,At-Risk Customers
CUST103360,0.0,0,0.0,2.0,0.0,1.97,400,0.0,1,0.0,2,At-Risk Customers
CUST103361,2569.5,1,2569.5,1.0,0.0,1.72,338,3214.1,1,0.0,0,Potential Customers
CUST103362,3841.42,2,1920.71,1.0,0.0,2.09,154,5591.19,1,0.0,0,Potential Customers
CUST103363,0.0,0,0.0,2.0,0.0,7.08,400,31.26,1,0.0,2,At-Risk Customers
CUST103364,0.0,0,0.0,2.0,0.0,2.91,400,189.3,1,0.0,2,At-Risk Customers
CUST103365,4383.73,2,2191.865,2.0,0.0,4.37,282,6540.56,1,1.0,3,High Value Customers
CUST103366,0.0,0,0.0,3.0,0.0,5.43,400,0.0,1,0.0,2,At-Risk Customers
CUST103367,935.27,1,935.27,3.0,0.0,9.58,269,1323.54,1,0.0,0,Potential Customers
CUST103368,2388.45,1,2388.45,1.0,0.0,1.73,247,3095.78,1,0.0,0,Potential Customers
CUST103369,4069.55,3,1356.5166666666667,2.0,0.0,9.48,221,5174.49,1,0.0,0,Potential Customers
CUST103370,11589.14840000001,5,2317.8296800000016,1.0,0.0,6.08,88,17167.47,1,1.0,3,High Value Customers
CUST103371,0.0,0,0.0,1.0,0.0,13.03,400,134.82,1,0.0,2,At-Risk Customers
CUST103372,2336.04,1,2336.04,2.0,0.0,10.84,251,3074.47,1,0.0,0,Potential Customers
CUST103373,1592.83,1,1592.83,5.0,0.0,4.38,89,2350.61,1,0.0,0,Potential Customers
CUST103374,1986.84,1,1986.84,1.0,0.0,2.4,328,2569.7,1,0.0,0,Potential Customers
CUST103375,2517.82,1,2517.82,2.0,0.0,6.44,191,3074.76,1,0.0,0,Potential Customers
CUST103376,3026.48,2,1513.24,0.0,0.0,1.85,304,3966.44,1,0.0,0,Potential Customers
CUST103377,292.6,1,292.6,0.0,0.0,4.72,83,692.24,1,0.0,0,Potential Customers
CUST103378,3352.28,2,1676.14,0.0,0.0,2.41,344,4074.09,1,0.0,0,Potential Customers
CUST103379,1049.16,1,1049.16,0.0,0.0,3.43,348,1303.91,1,0.0,2,At-Risk Customers
CUST103380,1719.36,1,1719.36,2.0,0.0,0.88,237,2218.32,1,0.0,0,Potential Customers
CUST103381,804.03,1,804.03,5.0,3.0,3.82,213,1241.05,1,0.0,1,Loyal Customers
CUST103382,0.0,0,0.0,1.0,2.0,4.41,400,0.0,1,0.0,1,Loyal Customers
CUST103383,5620.71,2,2810.355,1.0,0.0,2.79,187,7010.23,1,0.0,3,High Value Customers
CUST103384,0.0,0,0.0,4.0,0.0,3.82,400,0.0,1,0.0,2,At-Risk Customers
CUST103385,852.11,1,852.11,2.0,0.0,1.9,125,1586.34,1,0.0,0,Potential Customers
CUST103386,7884.74,4,1971.185,1.0,0.0,7.0,337,10517.99,1,0.0,3,High Value Customers
CUST103387,931.89,1,931.89,3.0,0.0,4.13,160,1075.33,1,0.0,0,Potential Customers
CUST103388,577.61,2,288.805,3.0,0.0,19.43,350,1121.28,1,0.0,2,At-Risk Customers
CUST103389,769.29,1,769.29,1.0,0.0,4.98,68,1314.35,1,0.0,0,Potential Customers
CUST103390,0.0,0,0.0,2.0,0.0,5.3,400,146.92,1,0.0,2,At-Risk Customers
CUST103391,1632.28,1,1632.28,1.0,0.0,2.92,243,1891.62,1,0.0,0,Potential Customers
CUST103392,4150.94,2,2075.47,6.0,0.0,9.34,347,5861.05,1,1.0,0,Potential Customers
CUST103393,0.0,0,0.0,2.0,0.0,3.0,400,90.77,1,0.0,2,At-Risk Customers
CUST103394,1869.13,1,1869.13,5.0,0.0,13.6,122,2943.0,1,0.0,0,Potential Customers
CUST103395,0.0,0,0.0,5.0,0.0,13.33,400,0.0,1,0.0,2,At-Risk Customers
CUST103396,0.0,0,0.0,0.0,0.0,2.83,400,0.63,1,0.0,2,At-Risk Customers
CUST103397,1434.19,1,1434.19,1.0,0.0,3.34,299,2028.92,1,0.0,0,Potential Customers
CUST103398,4012.48,2,2006.24,1.0,0.0,2.44,171,5464.83,1,0.0,0,Potential Customers
CUST103399,2032.51,1,2032.51,2.0,0.0,1.59,208,2906.67,1,0.0,0,Potential Customers
CUST103400,0.0,0,0.0,2.0,0.0,4.98,400,0.0,1,0.0,2,At-Risk Customers
CUST103401,0.0,0,0.0,1.0,0.0,4.07,400,117.92,1,0.0,2,At-Risk Customers
CUST103402,0.0,0,0.0,3.0,0.0,6.44,400,0.0,1,0.0,2,At-Risk Customers
CUST103403,2632.88,2,1316.44,4.0,0.0,3.92,225,4023.94,1,0.0,0,Potential Customers
CUST103404,0.0,0,0.0,3.0,0.0,7.47,400,0.0,1,0.0,2,At-Risk Customers
CUST103405,6095.74,3,2031.9133333333332,4.0,0.0,3.92,238,8428.64,1,0.0,3,High Value Customers
CUST103406,2479.32,1,2479.32,3.0,0.0,3.54,119,3231.03,1,0.0,0,Potential Customers
CUST103407,3884.79,2,1942.395,3.0,0.0,4.31,338,5499.81,1,1.0,0,Potential Customers
CUST103408,0.0,0,0.0,1.0,0.0,6.9,400,275.4,1,0.0,2,At-Risk Customers
CUST103409,1784.74,2,892.37,2.0,0.0,4.02,37,2649.82,1,0.0,0,Potential Customers
CUST103410,2446.23,2,1223.115,4.0,0.0,7.66,134,3723.6,1,0.0,0,Potential Customers
CUST103411,2314.48,2,1157.24,3.0,0.0,2.42,163,3199.89,1,1.0,0,Potential Customers
CUST103412,7634.15,2,3817.075,7.0,0.0,3.25,115,8643.9,1,0.0,3,High Value Customers
CUST103413,1146.13,1,1146.13,0.0,0.0,1.1,216,1877.62,1,0.0,0,Potential Customers
CUST103414,4163.99,2,2081.995,2.0,0.0,3.19,217,5622.17,1,0.0,0,Potential Customers
CUST103415,0.0,0,0.0,3.0,0.0,1.85,400,11.0,1,0.0,2,At-Risk Customers
CUST103416,4133.53,2,2066.765,1.0,0.0,5.98,336,5734.21,1,0.0,0,Potential Customers
CUST103417,3938.01,2,1969.005,2.0,0.0,5.79,129,5648.53,1,0.0,0,Potential Customers
CUST103418,0.0,0,0.0,4.0,0.0,9.5,400,0.0,1,1.0,2,At-Risk Customers
CUST103419,2312.24,2,1156.12,8.0,2.0,12.98,204,3734.95,1,0.0,1,Loyal Customers
CUST103420,0.0,0,0.0,2.0,0.0,3.62,400,0.0,1,0.0,2,At-Risk Customers
CUST103421,0.0,0,0.0,2.0,0.0,2.42,400,38.47,1,0.0,2,At-Risk Customers
CUST103422,1116.2,1,1116.2,3.0,0.0,5.63,249,1637.68,1,0.0,0,Potential Customers
CUST103423,0.0,0,0.0,0.0,0.0,3.09,400,0.0,1,0.0,2,At-Risk Customers
CUST103424,6700.97,2,3350.485,0.0,0.0,2.66,129,9701.92,1,0.0,3,High Value Customers
CUST103425,2694.22,3,898.0733333333333,2.0,0.0,4.01,213,4379.28,1,0.0,0,Potential Customers
CUST103426,1259.39,1,1259.39,2.0,0.0,2.69,356,1741.61,1,0.0,2,At-Risk Customers
CUST103427,2214.55,1,2214.55,4.0,0.0,17.14,14,2802.86,1,0.0,0,Potential Customers
CUST103428,0.0,0,0.0,3.0,0.0,23.312000000000044,400,0.0,1,0.0,2,At-Risk Customers
CUST103429,0.0,0,0.0,2.0,0.0,3.97,400,0.0,1,0.0,2,At-Risk Customers
CUST103430,0.0,0,0.0,2.0,0.0,7.15,400,84.16,1,0.0,2,At-Risk Customers
CUST103431,0.0,0,0.0,7.0,0.0,18.78,400,0.0,1,0.0,2,At-Risk Customers
CUST103432,0.0,0,0.0,3.0,0.0,3.46,400,5.45,1,0.0,2,At-Risk Customers
CUST103433,0.0,0,0.0,3.0,0.0,1.09,400,0.0,1,0.0,2,At-Risk Customers
CUST103434,1611.22,1,1611.22,1.0,0.0,3.84,16,2099.57,1,0.0,0,Potential Customers
CUST103435,2554.53,1,2554.53,3.0,0.0,1.23,331,3762.57,1,0.0,0,Potential Customers
CUST103436,0.0,0,0.0,3.0,0.0,2.83,400,0.0,1,0.0,2,At-Risk Customers
CUST103437,4291.04,2,2145.52,2.0,0.0,11.57,255,5052.03,1,0.0,0,Potential Customers
CUST103438,11589.14840000001,5,2317.8296800000016,1.0,0.0,2.31,199,21589.99,1,0.0,3,High Value Customers
CUST103439,1096.12,1,1096.12,2.0,0.0,1.95,42,1380.01,1,0.0,0,Potential Customers
CUST103440,3163.05,1,3163.05,2.0,0.0,7.39,309,4055.18,1,0.0,0,Potential Customers
CUST103441,2479.83,2,1239.915,0.0,0.0,3.48,268,3552.56,1,0.0,0,Potential Customers
CUST103442,292.18,1,292.18,2.0,0.0,9.46,340,586.11,1,1.0,2,At-Risk Customers
CUST103443,4091.46,2,2045.73,1.0,0.0,3.34,160,5550.69,1,0.0,0,Potential Customers
CUST103444,0.0,0,0.0,1.0,2.0,6.37,400,44.22,1,0.0,1,Loyal Customers
CUST103445,767.7,2,383.85,2.0,0.0,1.38,88,1569.05,1,0.0,0,Potential Customers
CUST103446,0.0,0,0.0,2.0,0.0,2.11,400,0.0,1,0.0,2,At-Risk Customers
CUST103447,1564.54,1,1564.54,0.0,0.0,3.56,331,1887.29,1,0.0,0,Potential Customers
CUST103448,643.59,2,321.795,4.0,0.0,3.06,208,1404.58,1,0.0,0,Potential Customers
CUST103449,3706.11,1,3706.11,9.0,0.0,23.31,351,4784.86,1,1.0,0,Potential Customers
CUST103450,576.01,1,576.01,3.0,0.0,8.26,185,876.99,1,0.0,0,Potential Customers
CUST103451,0.0,0,0.0,3.0,2.0,8.11,400,62.51,1,0.0,1,Loyal Customers
CUST103452,3353.69,2,1676.845,3.0,0.0,3.6,229,4325.52,1,0.0,0,Potential Customers
CUST103453,1267.52,1,1267.52,3.0,0.0,1.53,356,1888.81,1,0.0,2,At-Risk Customers
CUST103454,1425.72,2,712.86,3.0,0.0,13.08,210,2560.52,1,1.0,0,Potential Customers
CUST103455,0.0,0,0.0,1.0,0.0,1.3,400,137.84,1,0.0,2,At-Risk Customers
CUST103456,3459.35,2,1729.675,0.0,0.0,2.76,337,5076.94,1,0.0,0,Potential Customers
CUST103457,7072.25,3,2357.4166666666665,2.0,0.0,6.06,116,8404.82,1,1.0,3,High Value Customers
CUST103458,4119.99,2,2059.995,7.0,0.0,23.312000000000044,213,5604.42,1,1.0,0,Potential Customers
CUST103459,4436.92,2,2218.46,3.0,0.0,13.71,110,5841.07,1,0.0,0,Potential Customers
CUST103460,294.57,1,294.57,3.0,0.0,6.27,316,644.54,1,0.0,2,At-Risk Customers
CUST103461,0.0,0,0.0,2.0,0.0,18.25,400,86.34,1,0.0,2,At-Risk Customers
CUST103462,5109.49,2,2554.745,2.0,0.0,2.87,234,7262.36,1,0.0,3,High Value Customers
CUST103463,278.86,1,278.86,3.0,0.0,5.56,214,550.72,1,0.0,2,At-Risk Customers
CUST103464,5092.11,2,2546.055,2.0,0.0,11.26,42,6381.8,1,1.0,3,High Value Customers
CUST103465,2390.46,2,1195.23,1.0,0.0,1.52,262,3489.17,1,0.0,0,Potential Customers
CUST103466,780.1,1,780.1,1.0,0.0,5.28,361,1481.44,1,0.0,2,At-Risk Customers
CUST103467,0.0,0,0.0,3.0,0.0,5.53,400,124.27,1,0.0,2,At-Risk Customers
CUST103468,2284.91,1,2284.91,1.0,0.0,5.41,316,3269.99,1,0.0,0,Potential Customers
CUST103469,1904.46,1,1904.46,1.0,0.0,1.95,161,2530.32,1,1.0,0,Potential Customers
CUST103470,1236.84,1,1236.84,4.0,0.0,5.5,155,1790.74,1,0.0,0,Potential Customers
CUST103471,5736.61,3,1912.2033333333331,1.0,0.0,4.98,341,7504.05,1,0.0,3,High Value Customers
CUST103472,0.0,0,0.0,3.0,0.0,2.76,400,0.0,1,1.0,2,At-Risk Customers
CUST103473,1047.69,2,523.845,5.0,0.0,7.0,299,1942.68,1,0.0,0,Potential Customers
CUST103474,2016.91,1,2016.91,3.0,0.0,23.312000000000044,329,2962.51,1,0.0,0,Potential Customers
CUST103475,2301.88,1,2301.88,0.0,0.0,2.48,113,2609.05,1,0.0,0,Potential Customers
CUST103476,1774.16,1,1774.16,0.0,0.0,5.74,35,2365.09,1,0.0,0,Potential Customers
CUST103477,6184.61,2,3092.305,3.0,2.0,10.66,92,8626.6,1,1.0,1,Loyal Customers
CUST103478,0.0,0,0.0,1.0,0.0,10.8,400,0.0,1,0.0,2,At-Risk Customers
CUST103479,0.0,0,0.0,1.0,0.0,3.64,400,0.0,1,0.0,2,At-Risk Customers
CUST103480,1480.49,1,1480.49,3.0,0.0,8.59,223,1886.86,1,0.0,0,Potential Customers
CUST103481,0.0,0,0.0,2.0,0.0,3.42,400,0.0,1,0.0,2,At-Risk Customers
CUST103482,645.01,2,322.505,3.0,1.0,7.19,312,1440.9,1,0.0,2,At-Risk Customers
CUST103483,9706.88,3,3235.6266666666666,1.0,0.0,2.42,155,12046.71,1,1.0,3,High Value Customers
CUST103484,0.0,0,0.0,1.0,0.0,1.4,400,0.0,1,0.0,2,At-Risk Customers
CUST103485,2242.71,1,2242.71,2.0,0.0,5.89,20,3152.05,1,0.0,0,Potential Customers
CUST103486,0.0,0,0.0,5.0,0.0,7.51,400,0.0,1,0.0,2,At-Risk Customers
CUST103487,4841.57,2,2420.785,3.0,0.0,6.65,70,6900.22,1,0.0,3,High Value Customers
CUST103488,509.27,1,509.27,3.0,0.0,2.29,212,816.6,1,0.0,0,Potential Customers
CUST103489,715.42,1,715.42,2.0,0.0,0.76,285,1124.72,1,0.0,2,At-Risk Customers
CUST103490,0.0,0,0.0,3.0,0.0,7.47,400,0.0,1,0.0,2,At-Risk Customers
CUST103491,1724.61,1,1724.61,6.0,0.0,11.26,235,2595.33,1,0.0,0,Potential Customers
CUST103492,2695.0,1,2695.0,0.0,0.0,1.08,46,3648.07,1,0.0,0,Potential Customers
CUST103493,2838.82,1,2838.82,2.0,0.0,3.27,136,3743.15,1,0.0,0,Potential Customers
CUST103494,5165.06,2,2582.53,3.0,0.0,2.11,37,6302.14,1,0.0,3,High Value Customers
CUST103495,1152.37,2,576.185,2.0,0.0,4.82,17,1620.47,1,0.0,0,Potential Customers
CUST103496,5443.61,2,2721.805,3.0,0.0,10.34,165,7860.78,1,1.0,3,High Value Customers
CUST103497,0.0,0,0.0,0.0,0.0,3.44,400,0.0,1,0.0,2,At-Risk Customers
CUST103498,3895.29,3,1298.43,2.0,0.0,2.85,270,5074.37,1,0.0,0,Potential Customers
CUST103499,6060.21,3,2020.07,3.0,0.0,5.33,67,7354.26,1,0.0,3,High Value Customers
CUST103500,0.0,0,0.0,0.0,0.0,0.92,400,0.0,1,0.0,2,At-Risk Customers
CUST103501,0.0,0,0.0,7.0,0.0,7.29,400,42.49,1,0.0,2,At-Risk Customers
CUST103502,1292.04,1,1292.04,3.0,0.0,8.5,232,1907.78,1,0.0,0,Potential Customers
CUST103503,0.0,0,0.0,2.0,0.0,4.07,400,47.18,1,0.0,2,At-Risk Customers
CUST103504,0.0,0,0.0,1.0,0.0,2.98,400,73.23,1,0.0,2,At-Risk Customers
CUST103505,4257.45,3,1419.1499999999999,2.0,0.0,3.33,293,5385.15,1,0.0,3,High Value Customers
CUST103506,3047.37,2,1523.685,1.0,3.0,3.34,273,4100.62,1,0.0,1,Loyal Customers
CUST103507,6145.53,2,3072.765,5.0,0.0,3.9,266,8354.76,1,0.0,3,High Value Customers
CUST103508,0.0,0,0.0,5.0,0.0,1.36,400,0.0,1,0.0,2,At-Risk Customers
CUST103509,0.0,0,0.0,1.0,0.0,5.42,400,141.72,1,0.0,2,At-Risk Customers
CUST103510,0.0,0,0.0,1.0,0.0,3.14,400,156.31,1,0.0,2,At-Risk Customers
CUST103511,818.16,1,818.16,2.0,0.0,4.11,70,1318.88,1,0.0,0,Potential Customers
CUST103512,0.0,0,0.0,4.0,0.0,2.71,400,178.92,1,0.0,2,At-Risk Customers
CUST103513,2597.85,1,2597.85,5.0,0.0,5.29,45,3140.93,1,0.0,0,Potential Customers
CUST103514,2184.35,1,2184.35,2.0,0.0,10.28,153,2736.49,1,1.0,0,Potential Customers
CUST103515,2921.56,2,1460.78,3.0,1.0,4.69,119,4584.77,1,0.0,0,Potential Customers
CUST103516,2411.47,2,1205.735,0.0,0.0,1.29,306,3457.78,1,0.0,0,Potential Customers
CUST103517,1841.41,1,1841.41,1.0,0.0,4.07,66,2556.49,1,1.0,0,Potential Customers
CUST103518,3353.63,2,1676.815,3.0,0.0,4.7,335,4305.63,1,0.0,0,Potential Customers
CUST103519,0.0,0,0.0,6.0,0.0,3.9,400,0.0,1,0.0,2,At-Risk Customers
CUST103520,687.2,2,343.6,1.0,0.0,2.37,122,1141.53,1,0.0,0,Potential Customers
CUST103521,8204.31,3,2734.77,0.0,0.0,3.93,260,9558.68,1,0.0,3,High Value Customers
CUST103522,950.64,1,950.64,3.0,0.0,7.31,114,1303.09,1,0.0,0,Potential Customers
CUST103523,0.0,0,0.0,5.0,0.0,3.3,400,0.0,1,0.0,2,At-Risk Customers
CUST103524,0.0,0,0.0,1.0,0.0,10.65,400,26.79,1,0.0,2,At-Risk Customers
CUST103525,2110.67,1,2110.67,3.0,0.0,2.57,175,2578.92,1,0.0,0,Potential Customers
CUST103526,0.0,0,0.0,2.0,0.0,1.97,400,76.29,1,0.0,2,At-Risk Customers
CUST103527,578.54,1,578.54,2.0,0.0,3.45,8,860.31,1,0.0,0,Potential Customers
CUST103528,11589.14840000001,5,2317.8296800000016,0.0,2.0,0.98,349,16400.75,1,0.0,3,High Value Customers
CUST103529,1073.57,2,536.785,1.0,0.0,4.03,317,2069.63,1,0.0,0,Potential Customers
CUST103530,0.0,0,0.0,1.0,0.0,3.21,400,0.0,1,0.0,2,At-Risk Customers
CUST103531,1742.2,1,1742.2,1.0,0.0,6.56,150,2553.49,1,0.0,0,Potential Customers
CUST103532,3447.96,1,3447.96,0.0,0.0,1.23,307,4763.57,1,0.0,0,Potential Customers
CUST103533,7439.44,3,2479.813333333333,4.0,1.0,6.93,318,10501.04,1,1.0,3,High Value Customers
CUST103534,5353.76,2,2676.88,4.0,0.0,4.52,121,6502.68,1,1.0,3,High Value Customers
CUST103535,0.0,0,0.0,7.0,0.0,12.3,400,21.95,1,0.0,2,At-Risk Customers
CUST103536,347.99,1,347.99,1.0,0.0,3.6,22,865.65,1,0.0,0,Potential Customers
CUST103537,0.0,0,0.0,3.0,0.0,5.15,400,118.86,1,0.0,2,At-Risk Customers
CUST103538,3614.65,2,1807.325,3.0,0.0,6.32,42,4762.0,1,0.0,0,Potential Customers
CUST103539,0.0,0,0.0,1.0,1.0,0.98,400,0.0,1,1.0,2,At-Risk Customers
CUST103540,565.99,1,565.99,3.0,0.0,8.83,278,1019.64,1,0.0,2,At-Risk Customers
CUST103541,0.0,0,0.0,2.0,0.0,3.7,400,159.5,1,0.0,2,At-Risk Customers
CUST103542,0.0,0,0.0,0.0,0.0,1.67,400,67.65,1,0.0,2,At-Risk Customers
CUST103543,0.0,0,0.0,2.0,2.0,3.85,400,105.73,1,1.0,1,Loyal Customers
CUST103544,1157.4,1,1157.4,5.0,0.0,9.21,142,1738.01,1,0.0,0,Potential Customers
CUST103545,1737.5,1,1737.5,1.0,0.0,3.19,72,2261.13,1,0.0,0,Potential Customers
CUST103546,0.0,0,0.0,2.0,0.0,4.36,400,0.0,1,0.0,2,At-Risk Customers
CUST103547,11589.14840000001,5,2317.8296800000016,0.0,0.0,1.0,109,21976.78,1,0.0,3,High Value Customers
CUST103548,2863.29,1,2863.29,0.0,0.0,2.23,124,4216.57,1,0.0,0,Potential Customers
CUST103549,999.13,1,999.13,3.0,0.0,6.66,89,1790.23,1,0.0,0,Potential Customers
CUST103550,1923.31,1,1923.31,5.0,3.0,8.51,296,2857.65,1,0.0,1,Loyal Customers
CUST103551,2300.68,1,2300.68,2.0,0.0,4.7,268,3168.57,1,0.0,0,Potential Customers
CUST103552,0.0,0,0.0,2.0,0.0,6.1,400,0.0,1,0.0,2,At-Risk Customers
CUST103553,1773.05,1,1773.05,1.0,0.0,3.06,295,2629.58,1,0.0,0,Potential Customers
CUST103554,307.12,1,307.12,2.0,0.0,4.11,314,306.39,1,0.0,2,At-Risk Customers
CUST103555,334.7,1,334.7,2.0,0.0,1.93,177,843.03,1,0.0,0,Potential Customers
CUST103556,2288.32,1,2288.32,0.0,0.0,2.88,272,2852.46,1,0.0,0,Potential Customers
CUST103557,1032.41,1,1032.41,2.0,0.0,3.98,39,1433.1,1,0.0,0,Potential Customers
CUST103558,0.0,0,0.0,5.0,0.0,1.36,400,2.57,1,0.0,2,At-Risk Customers
CUST103559,1402.19,1,1402.19,4.0,0.0,21.67,325,2193.62,1,0.0,0,Potential Customers
CUST103560,0.0,0,0.0,1.0,0.0,2.48,400,0.0,1,0.0,2,At-Risk Customers
CUST103561,1661.13,1,1661.13,0.0,0.0,4.7,204,2268.37,1,0.0,0,Potential Customers
CUST103562,0.0,0,0.0,0.0,0.0,22.674066765971485,400,0.0,1,0.0,2,At-Risk Customers
CUST103563,0.0,0,0.0,2.0,0.0,0.76,400,0.0,1,0.0,2,At-Risk Customers
CUST103564,2089.22,1,2089.22,4.0,1.0,13.45,245,2604.68,1,1.0,0,Potential Customers
CUST103565,0.0,0,0.0,5.0,0.0,4.22,400,0.0,1,0.0,2,At-Risk Customers
CUST103566,3155.13,1,3155.13,0.0,0.0,0.89,215,4236.04,1,0.0,0,Potential Customers
