customer_id,session_id,timestamp,age,gender,city,device_type,traffic_source,session_duration,pages_viewed,product_views,category_views,add_to_cart,cart_value,checkout_started,previous_purchases,previous_order_value,discount_used,coupon_used,wishlist_items,product_category,product_price,days_since_last_purchase,total_spent,customer_lifetime_value,purchase,purchase_value
CUST107025,SESS207025,2026-07-28 06:00:24,30.0,Male,Chennai,Mobile,Paid Ads,19.6,9,2,1,0,0.0,0,4,3078.79,0,0,2,Earrings,1762.57,19,13559.73,16817.88,0,0.0
CUST103431,SESS203431,2026-06-19 01:05:12,,Male,Mumbai,Desktop,Paid Ads,18.78,11,7,3,0,0.0,0,0,0.0,0,0,1,Rings,2962.89,9999,0.0,0.0,0,0.0
CUST111391,SESS211391,2026-03-25 20:18:13,31.0,Female,Ahmedabad,Mobile,Direct,3.22,3,1,1,0,0.0,0,0,0.0,0,0,1,Anklets,1634.53,9999,0.0,22.35,0,0.0
CUST104622,SESS204622,2026-06-29 07:11:44,26.0,Female,,Desktop,Organic Search,6.69,2,0,1,0,0.0,0,0,0.0,1,1,1,Nose Pins,893.21,9999,0.0,22.85,0,0.0
CUST110531,SESS210531,2026-02-09 03:16:47,16.0,Female,Jaipur,Mobile,Organic Search,3.16,3,1,1,0,0.0,0,1,1724.84,0,0,1,Couple Sets,979.51,61,1955.56,3063.85,0,0.0
CUST108136,SESS208136,2026-06-27 03:59:11,27.0,Male,Mumbai,Mobile,Social Media,1.87,3,1,1,0,0.0,0,1,320.66,0,0,2,Earrings,299.0,328,303.86,556.11,0,0.0
CUST109740,SESS209740,2026-04-04 13:04:56,32.0,Male,Ahmedabad,Tablet,Direct,4.92,3,0,1,0,0.0,0,0,0.0,0,0,2,Nose Pins,1698.6,9999,0.0,0.0,0,0.0
CUST111917,SESS211917,2026-06-01 18:22:55,16.0,Female,Delhi,Mobile,Organic Search,2.34,2,1,1,0,0.0,0,1,2213.94,0,0,1,Pendants,3405.69,169,1981.41,2707.6,0,0.0
CUST109039,SESS209039,2026-03-17 22:50:55,33.0,Male,Pune,Desktop,Referral,3.53,7,2,1,0,0.0,0,1,1606.83,0,0,1,Nose Pins,433.6,188,1422.61,2255.67,0,0.0
CUST101034,SESS201034,2026-02-12 21:44:01,25.0,Female,Ahmedabad,Mobile,Organic Search,10.3,6,3,2,0,0.0,0,1,903.03,0,0,0,Rings,1902.74,51,778.72,1078.34,1,1947.45
CUST102264,SESS202264,2026-02-20 22:28:48,18.0,Female,Mumbai,Desktop,Paid Ads,2.46,1,0,1,0,0.0,0,0,0.0,0,0,2,Pendants,657.03,9999,0.0,136.64,0,0.0
CUST105114,SESS205114,2026-03-15 20:57:54,32.0,Male,Chennai,Tablet,Referral,2.21,8,5,3,0,0.0,0,0,0.0,0,0,1,Couple Sets,814.66,9999,0.0,67.27,0,0.0
CUST106854,SESS206854,2026-07-08 05:49:25,33.0,Female,Hyderabad,Desktop,Organic Search,2.93,3,1,1,0,0.0,0,2,1139.31,1,0,1,Couple Sets,3904.22,250,1981.29,2938.67,0,0.0
CUST106454,SESS206454,2026-04-25 00:20:24,23.0,Male,Bengaluru,Mobile,Paid Ads,9.85,4,2,1,0,0.0,0,2,2629.11,0,0,0,Pendants,433.49,137,5533.44,7139.46,0,0.0
CUST111092,SESS211092,2026-02-10 19:09:10,28.0,Female,Lucknow,Mobile,Social Media,5.32,6,2,1,0,0.0,0,2,997.77,0,0,1,Pendants,3779.46,87,1987.39,2693.89,0,0.0
CUST100906,SESS200906,2026-04-16 10:32:57,28.0,Male,Kolkata,Desktop,Organic Search,3.91,11,4,2,0,0.0,0,4,2488.92,0,0,1,Nose Pins,2412.71,6,9921.82,13081.66,0,0.0
CUST108085,SESS208085,2026-02-25 14:58:13,32.0,Male,Hyderabad,Mobile,Social Media,2.79,5,3,2,0,0.0,0,1,300.0,0,0,3,Earrings,1796.78,134,329.62,681.77,0,0.0
CUST108649,SESS208649,2026-03-09 05:14:00,26.0,Male,Chennai,Mobile,Paid Ads,4.79,7,2,2,0,0.0,0,1,1393.07,1,1,0,Rings,3001.94,102,1441.56,2009.44,0,0.0
CUST100368,SESS200368,2026-02-04 16:27:02,25.0,Other,Chennai,Mobile,Email,1.01,2,1,1,0,0.0,0,0,0.0,0,0,0,Necklaces,2054.8,9999,0.0,161.67,0,0.0
CUST110142,SESS210142,2026-04-16 09:40:49,34.0,Male,Mumbai,Mobile,Social Media,,6,3,1,0,0.0,0,2,1331.15,1,0,0,Bracelets,3515.92,131,2993.09,4490.21,0,0.0
CUST101415,SESS201415,2026-06-22 12:45:28,35.0,Male,,Desktop,Organic Search,9.69,5,1,1,0,0.0,0,0,0.0,0,0,1,Rings,1208.56,9999,0.0,0.0,0,0.0
CUST106576,SESS206576,2026-02-07 23:02:48,23.0,Male,Lucknow,Desktop,Social Media,2.95,4,1,1,0,0.0,0,1,300.0,0,0,1,Pendants,337.41,263,299.34,584.15,0,0.0
CUST102286,SESS202286,2026-07-14 09:37:04,29.0,Other,Jaipur,Tablet,Direct,1.4,5,3,2,0,0.0,0,0,0.0,0,0,3,Couple Sets,3716.04,9999,0.0,0.0,0,0.0
CUST108492,SESS208492,2026-04-24 23:29:32,30.0,Female,Lucknow,Mobile,Referral,9.45,5,2,1,0,0.0,0,1,1906.03,0,0,1,Earrings,3061.75,159,1996.83,2374.13,0,0.0
CUST105272,SESS205272,2026-03-16 15:34:41,37.0,Male,Kolkata,Mobile,Organic Search,2.72,4,2,2,0,0.0,0,4,2949.59,0,0,0,Earrings,3598.34,115,11765.32,13481.59,0,0.0
CUST111988,SESS211988,2026-07-27 04:02:30,19.0,Other,Kolkata,Mobile,Paid Ads,2.72,4,1,1,0,0.0,0,2,1957.64,0,0,1,Earrings,3893.29,355,4070.11,5251.42,0,0.0
CUST109659,SESS209659,2026-07-14 10:24:07,39.0,Female,Pune,Mobile,Paid Ads,7.18,6,2,1,0,0.0,0,2,2715.59,0,0,1,Anklets,2541.12,54,5570.66,6887.23,0,0.0
CUST106601,SESS206601,2026-07-20 18:54:48,25.0,Female,Lucknow,Desktop,Paid Ads,5.56,4,2,1,0,0.0,0,1,1393.85,0,0,3,Pendants,1752.47,271,1266.01,1568.58,0,0.0
CUST108113,SESS208113,2026-03-25 00:19:54,41.0,Male,Ahmedabad,Mobile,Email,3.88,5,1,1,0,0.0,0,1,1487.37,0,0,0,Nose Pins,1071.87,168,1573.55,2273.91,1,1076.18
CUST108047,SESS208047,2026-07-13 23:54:51,23.0,Male,Jaipur,Mobile,Direct,6.79,4,1,1,0,0.0,0,1,2436.76,0,0,0,Pendants,4925.75,93,2345.58,2980.96,0,0.0
CUST108753,SESS208753,2026-06-11 13:34:18,,Female,Lucknow,Desktop,Paid Ads,1.78,4,3,1,0,0.0,0,2,2336.52,0,0,0,Couple Sets,3578.97,236,4140.39,6256.06,0,0.0
CUST102900,SESS202900,2026-05-03 12:52:41,26.0,Male,Lucknow,Desktop,Social Media,15.73,7,4,3,0,0.0,0,3,2136.24,0,0,0,Anklets,2978.3,280,6424.8,8188.27,0,0.0
CUST101721,SESS201721,2026-06-14 05:13:05,38.0,Female,Mumbai,Desktop,Social Media,14.37,8,4,1,0,0.0,0,2,2798.79,1,1,1,Couple Sets,4264.71,162,5416.02,7341.87,0,0.0
CUST106194,SESS206194,2026-03-30 02:48:27,26.0,Male,Kolkata,Desktop,Direct,,3,1,1,0,0.0,0,1,1492.56,0,0,0,Nose Pins,3567.38,116,1699.48,2586.55,0,0.0
CUST104093,SESS204093,2026-04-22 17:09:56,40.0,Female,Mumbai,Mobile,Referral,1.42,4,2,1,0,0.0,0,1,488.4,0,0,1,Rings,4279.76,116,481.77,630.99,0,0.0
CUST103184,SESS203184,2026-05-25 22:08:17,27.0,Female,Mumbai,Desktop,Paid Ads,9.24,5,2,1,0,0.0,0,1,997.23,1,0,1,Anklets,1399.07,189,1027.6,1725.13,0,0.0
CUST111529,SESS211529,2026-04-26 22:26:56,31.0,Female,Pune,Desktop,Social Media,4.68,4,1,1,0,0.0,0,0,0.0,0,0,1,Nose Pins,2124.79,9999,0.0,152.78,0,0.0
CUST101824,SESS201824,2026-06-20 13:44:44,32.0,Male,Ahmedabad,Desktop,Paid Ads,4.25,6,4,3,0,0.0,0,0,0.0,1,0,2,Bracelets,3599.54,9999,0.0,128.1,0,0.0
CUST103080,SESS203080,2026-04-21 11:04:41,20.0,Female,Lucknow,Mobile,Direct,3.33,4,2,1,0,0.0,0,2,2683.25,1,1,2,Rings,3333.56,64,5767.31,6986.18,0,0.0
CUST106886,SESS206886,2026-07-09 09:31:31,29.0,Female,Jaipur,Mobile,Paid Ads,4.6,6,4,2,0,0.0,0,1,735.68,0,0,3,Necklaces,3916.82,54,755.98,1271.91,0,0.0
CUST103023,SESS203023,2026-03-08 13:05:03,30.0,Female,Chennai,Tablet,Email,4.72,6,2,1,0,0.0,0,2,1202.19,0,0,2,Pendants,2237.05,269,2550.57,3795.91,0,0.0
CUST109822,SESS209822,2026-03-12 09:39:48,30.0,Female,Chennai,Desktop,Paid Ads,4.88,7,3,2,0,0.0,0,2,2502.91,0,0,0,Anklets,936.27,215,4282.6,5313.06,0,0.0
CUST109734,SESS209734,2026-04-13 02:15:12,26.0,Female,Pune,Desktop,Organic Search,2.74,2,1,1,0,0.0,0,1,1532.2,1,1,1,Pendants,782.02,67,1360.73,1558.45,0,0.0
CUST101901,SESS201901,2026-05-07 14:17:21,23.0,Male,Pune,Mobile,Organic Search,7.7,6,2,1,0,0.0,0,1,2608.49,0,0,1,Nose Pins,3718.07,358,2417.91,3381.19,0,0.0
CUST104080,SESS204080,2026-07-13 13:38:12,22.0,Female,Kolkata,Mobile,Organic Search,0.94,4,1,1,0,0.0,0,0,0.0,1,1,2,Necklaces,1908.55,9999,0.0,0.0,1,1869.92
CUST103909,SESS203909,2026-07-14 20:06:15,33.0,Male,Kolkata,Desktop,Social Media,3.97,2,1,1,0,0.0,0,2,2838.78,0,0,1,Nose Pins,299.0,135,5962.75,8479.61,0,0.0
CUST101918,SESS201918,2026-04-23 05:49:25,35.0,Female,Kolkata,Desktop,Paid Ads,7.35,9,3,2,0,0.0,0,1,841.57,0,0,0,Anklets,4137.35,86,792.82,941.2,1,4294.73
CUST105281,SESS205281,2026-06-09 06:49:48,31.0,Male,Delhi,Tablet,Direct,8.35,8,5,3,0,0.0,0,2,2863.25,1,1,2,Earrings,2558.87,326,5153.81,6185.5,1,2603.44
CUST105677,SESS205677,2026-04-08 04:10:49,33.0,Female,Chennai,Mobile,Paid Ads,2.66,3,0,1,0,0.0,0,1,1436.78,0,0,1,Pendants,1909.4,274,1452.84,2009.16,0,0.0
CUST101569,SESS201569,2026-07-28 15:43:42,30.0,Female,Lucknow,Mobile,Paid Ads,2.88,2,0,1,0,0.0,0,3,2081.19,0,0,1,Nose Pins,1001.09,63,6322.01,9486.07,0,0.0
CUST105812,SESS205812,2026-03-26 21:53:04,29.0,Female,Delhi,Mobile,Email,6.67,6,4,2,0,0.0,0,1,2583.9,1,0,1,Bracelets,2787.26,258,2570.02,3457.24,1,2749.19
CUST100347,SESS200347,2026-07-19 10:16:29,17.0,Male,Chennai,Desktop,Email,2.48,2,0,1,0,0.0,0,1,2726.35,1,1,4,Necklaces,955.68,190,3010.77,4101.08,0,0.0
CUST101242,SESS201242,2026-07-24 08:08:56,24.0,Female,Jaipur,Tablet,Paid Ads,2.94,6,4,1,0,0.0,0,1,770.67,0,0,4,Pendants,2223.83,50,717.46,1276.76,0,0.0
CUST100420,SESS200420,2026-07-17 12:29:16,16.0,Female,Ahmedabad,Mobile,Paid Ads,5.52,6,3,2,0,0.0,0,1,2048.08,0,0,4,Rings,2713.92,185,1836.21,2083.97,0,0.0
CUST107459,SESS207459,2026-06-17 22:33:25,28.0,Female,Bengaluru,Mobile,Organic Search,26.296550805505394,3,1,1,0,0.0,0,1,2248.22,0,0,1,Couple Sets,2685.59,197,2583.58,3844.94,0,0.0
CUST109140,SESS209140,2026-05-02 11:06:23,31.0,Female,Kolkata,Mobile,Social Media,4.75,4,2,1,0,0.0,0,1,1518.37,0,0,0,Earrings,1309.96,118,1410.11,2190.28,0,0.0
CUST100037,SESS200037,2026-06-29 17:51:08,31.0,Male,Kolkata,Desktop,Paid Ads,6.38,4,2,1,0,0.0,0,1,2118.15,0,0,0,Rings,1558.05,249,2256.84,3094.33,0,0.0
CUST106830,SESS206830,2026-05-23 18:40:20,,Female,,Mobile,Organic Search,3.01,10,6,3,1,2405.59,0,0,0.0,1,1,2,Rings,2483.07,9999,0.0,0.0,0,0.0
CUST109844,SESS209844,2026-06-12 03:15:40,47.0,Female,Bengaluru,Mobile,Organic Search,11.41,6,3,2,0,0.0,0,2,1471.28,1,1,1,Couple Sets,2172.71,73,2816.59,3912.05,1,2186.65
CUST104308,SESS204308,2026-06-25 05:24:45,33.0,Male,Ahmedabad,Desktop,Organic Search,2.29,1,0,1,0,0.0,0,2,838.18,0,0,0,Couple Sets,2420.56,261,1735.44,2929.15,0,0.0
CUST111682,SESS211682,2026-07-20 06:26:14,35.0,Male,Mumbai,Tablet,Paid Ads,4.92,4,3,2,0,0.0,0,3,2092.97,1,1,1,Earrings,1972.49,271,6876.7,8544.93,0,0.0
CUST110545,SESS210545,2026-06-29 23:00:06,37.0,Female,Lucknow,Desktop,Paid Ads,11.78,7,3,2,0,0.0,0,0,0.0,1,1,1,Anklets,2131.6,9999,0.0,92.16,0,0.0
CUST101031,SESS201031,2026-03-04 11:16:00,23.0,Female,Kolkata,Desktop,Email,5.85,4,1,1,0,0.0,0,0,0.0,0,0,0,Bracelets,2057.61,9999,0.0,83.15,0,0.0
CUST106070,SESS206070,2026-02-24 02:12:54,20.0,Female,Bengaluru,Mobile,Organic Search,2.09,2,0,1,0,0.0,0,1,,0,0,2,Rings,1405.66,261,3831.56,5369.25,0,0.0
CUST106856,SESS206856,2026-06-05 05:55:13,29.0,Male,Delhi,Mobile,Direct,4.41,4,2,2,0,0.0,0,1,1945.86,0,0,1,Anklets,834.4,168,2178.2,2987.65,0,0.0
CUST107110,SESS207110,2026-02-08 01:39:04,26.0,Male,Kolkata,Tablet,Email,4.27,6,3,2,0,0.0,0,0,0.0,0,0,2,Couple Sets,2091.99,9999,0.0,0.0,0,0.0
CUST104706,SESS204706,2026-04-26 17:45:26,22.0,Female,Delhi,Desktop,Organic Search,5.5,5,2,1,0,0.0,0,2,508.5,0,0,0,Nose Pins,3659.93,226,1133.04,1942.95,0,0.0
CUST109489,SESS209489,2026-02-13 18:32:54,26.0,Female,Bengaluru,Tablet,Paid Ads,1.07,4,3,2,0,0.0,0,1,1313.11,1,1,3,Anklets,2366.04,79,1378.35,1732.62,0,0.0
CUST104253,SESS204253,2026-04-03 10:03:53,29.0,Male,Hyderabad,Desktop,Organic Search,1.9,3,1,1,0,0.0,0,3,2638.06,0,0,1,Rings,2143.51,311,8680.85,11949.67,0,0.0
CUST100763,SESS200763,2026-07-19 20:55:39,33.0,Female,Pune,Mobile,Social Media,4.62,4,2,1,0,0.0,0,5,634.9,0,0,0,Nose Pins,1771.83,184,2825.11,4363.37,0,0.0
CUST104850,SESS204850,2026-07-18 07:24:04,24.0,Female,Hyderabad,Desktop,Organic Search,9.43,7,2,2,0,0.0,0,1,1880.47,0,0,2,Earrings,5663.12,343,1979.15,2770.58,0,0.0
CUST110750,SESS210750,2026-05-05 19:36:15,29.0,Male,Pune,Mobile,Direct,24.93,8,2,1,0,0.0,0,2,1425.15,0,0,2,Pendants,3203.39,89,3107.07,4137.24,1,3162.99
CUST110154,SESS210154,2026-04-27 20:15:44,28.0,Female,Bengaluru,Mobile,Organic Search,13.79,6,2,1,0,0.0,0,4,752.3,0,0,0,Necklaces,2681.07,28,3175.3,4386.93,0,0.0
CUST110697,SESS210697,2026-05-31 10:12:31,21.0,Female,Bengaluru,Desktop,Paid Ads,7.58,2,1,1,0,0.0,0,1,2245.43,1,1,2,Necklaces,2876.73,349,2149.0,2920.06,0,0.0
CUST102484,SESS202484,2026-04-03 11:06:38,23.0,Male,Delhi,Desktop,Organic Search,3.56,4,3,1,0,0.0,0,2,2016.48,1,0,1,Rings,3097.18,294,4367.76,6657.1,0,0.0
CUST105955,SESS205955,2026-06-08 22:03:09,16.0,Other,Pune,Mobile,Email,1.65,5,2,1,0,0.0,0,2,2532.05,0,0,2,Necklaces,2531.68,157,5056.51,6379.79,0,0.0
CUST101222,SESS201222,2026-07-24 09:53:14,26.0,Male,Kolkata,Mobile,Direct,1.7,8,4,3,0,0.0,0,0,0.0,0,0,2,Couple Sets,1324.82,9999,0.0,0.0,0,0.0
CUST108075,SESS208075,2026-07-03 14:56:05,24.0,Female,Jaipur,Desktop,Paid Ads,14.49,7,3,2,0,0.0,0,2,3124.8,1,1,2,Anklets,1507.14,94,7092.45,9220.68,0,0.0
CUST108284,SESS208284,2026-06-24 16:25:18,23.0,Female,Chennai,Desktop,Email,7.52,8,3,1,0,0.0,0,2,1846.3,1,1,2,Anklets,841.54,209,3731.93,4797.62,1,826.77
CUST102134,SESS202134,2026-04-21 12:31:56,,Male,Bengaluru,Desktop,Organic Search,7.72,5,2,1,0,0.0,0,2,2099.55,0,0,2,Necklaces,1915.78,106,4329.49,5557.19,0,0.0
CUST102423,SESS202423,2026-06-29 18:53:23,16.0,Male,Hyderabad,Desktop,Organic Search,4.73,7,2,2,0,0.0,0,0,0.0,1,1,0,Bracelets,1823.4,9999,0.0,0.0,0,0.0
CUST103891,SESS203891,2026-07-17 06:01:18,20.0,Male,Pune,Mobile,Referral,4.61,3,1,1,0,0.0,0,1,1141.08,0,0,0,Anklets,752.27,164,1113.89,1567.12,0,0.0
CUST106754,SESS206754,2026-05-30 00:31:46,21.0,Female,Mumbai,Mobile,Email,1.3,3,2,1,0,0.0,0,1,1251.78,0,0,0,Couple Sets,299.0,283,1261.48,1542.28,0,0.0
CUST104513,SESS204513,2026-07-14 18:24:15,26.0,Female,Jaipur,Desktop,Organic Search,3.29,7,4,3,0,0.0,0,1,1393.03,0,0,1,Rings,3543.93,68,1458.08,2535.83,0,0.0
CUST108249,SESS208249,2026-07-30 03:55:27,23.0,Male,Lucknow,Mobile,Paid Ads,1.35,5,3,1,0,0.0,0,1,2610.45,1,1,2,Necklaces,2196.82,54,2467.25,3325.03,1,2215.99
CUST106462,SESS206462,2026-03-15 15:23:09,29.0,Female,Hyderabad,Mobile,Paid Ads,4.27,8,5,2,2,3058.31,0,0,0.0,1,0,1,Pendants,1470.04,9999,0.0,108.29,0,0.0
CUST108542,SESS208542,2026-04-26 05:41:22,25.0,Female,Hyderabad,Mobile,Organic Search,2.98,4,3,2,0,0.0,0,0,0.0,1,1,0,Rings,1320.75,9999,0.0,18.63,0,0.0
CUST107414,SESS207414,2026-03-16 14:06:35,35.0,Female,Mumbai,Desktop,Paid Ads,1.19,3,1,1,0,0.0,0,1,1843.31,0,0,0,Earrings,2311.74,97,1662.68,2602.26,0,0.0
CUST101575,SESS201575,2026-03-30 17:15:43,41.0,Female,Lucknow,Tablet,Social Media,2.9,8,3,1,0,0.0,0,1,1660.43,0,0,0,Earrings,1096.53,253,1638.88,2148.01,0,0.0
CUST100509,SESS200509,2026-03-15 21:54:17,21.0,Male,Delhi,Mobile,Paid Ads,1.55,3,1,1,0,0.0,0,1,3527.47,1,0,0,Rings,2593.05,46,3071.33,3589.35,0,0.0
CUST109417,SESS209417,2026-03-03 15:29:36,44.0,Female,Kolkata,Mobile,Paid Ads,3.02,5,3,2,0,0.0,0,1,2800.01,0,0,1,Nose Pins,1193.76,225,2545.57,3900.88,0,0.0
CUST108192,SESS208192,2026-03-11 18:02:20,32.0,Male,Chennai,Desktop,Social Media,7.66,5,2,1,0,0.0,0,1,2473.54,0,0,2,Couple Sets,888.95,84,2202.01,2609.12,0,0.0
CUST109065,SESS209065,2026-05-29 08:16:17,32.0,Female,Pune,Desktop,Paid Ads,10.14,3,1,1,0,0.0,0,1,1284.62,1,0,1,Earrings,1279.41,196,1419.17,1947.08,0,0.0
CUST102304,SESS202304,2026-07-15 00:41:54,27.0,Male,Delhi,Mobile,Paid Ads,1.51,3,1,1,0,0.0,0,2,2476.59,0,0,1,Rings,1445.95,273,4891.58,6775.27,0,0.0
CUST104519,SESS204519,2026-04-19 13:37:03,35.0,Female,,Desktop,Organic Search,6.28,6,4,2,0,0.0,0,1,1364.9,0,0,1,Anklets,1327.06,91,1183.7,1719.23,1,1277.56
CUST107573,SESS207573,2026-07-23 05:08:48,16.0,Female,Delhi,Mobile,Organic Search,18.28,10,5,2,0,0.0,0,3,1812.83,1,1,0,Necklaces,5854.58,200,5117.67,7069.27,0,0.0
CUST100748,SESS200748,2026-03-29 20:14:20,18.0,Female,Pune,Mobile,Referral,6.12,4,1,1,0,0.0,0,1,2790.08,1,0,1,Couple Sets,2522.04,38,2940.09,3401.56,0,0.0
CUST108481,SESS208481,2026-06-21 07:11:17,36.0,Female,Chennai,Mobile,Direct,12.44,6,2,1,0,0.0,0,1,1091.8,0,0,1,Pendants,299.0,85,1211.36,1522.26,1,309.89
CUST111622,SESS211622,2026-06-21 20:35:16,32.0,Male,Pune,Tablet,Paid Ads,3.92,7,5,3,0,0.0,0,1,1581.04,0,0,1,Nose Pins,2298.19,355,1397.8,2167.45,0,0.0
CUST101259,SESS201259,2026-06-25 16:47:55,21.0,Female,Kolkata,Desktop,Organic Search,1.6,3,1,1,0,0.0,0,1,1146.06,0,0,0,Pendants,3702.3,92,1056.33,1707.22,0,0.0
CUST103077,SESS203077,2026-06-27 03:06:08,16.0,Female,Hyderabad,Desktop,Organic Search,12.36,9,3,2,0,0.0,0,0,0.0,1,1,1,Anklets,1500.05,9999,0.0,0.0,0,0.0
CUST105844,SESS205844,2026-07-08 06:37:24,38.0,Female,Lucknow,Mobile,Email,5.0,8,3,2,1,3219.24,0,3,1951.8,0,0,1,Necklaces,3450.52,106,5298.35,7488.38,0,0.0
CUST101888,SESS201888,2026-02-12 23:03:49,34.0,Male,Hyderabad,Mobile,Direct,3.14,5,1,1,0,0.0,0,1,1919.35,1,1,2,Pendants,2509.19,352,1682.4,2402.43,0,0.0
CUST111652,SESS211652,2026-04-27 21:09:02,35.0,Female,Lucknow,Mobile,Organic Search,4.49,4,3,2,0,0.0,0,2,1652.15,0,0,2,Nose Pins,3141.99,216,3312.41,4704.83,0,0.0
CUST104438,SESS204438,2026-04-03 18:58:39,17.0,Female,Hyderabad,Mobile,Paid Ads,9.24,11,3,1,0,0.0,0,1,1362.88,1,0,1,Rings,3469.73,20,1251.53,1921.64,0,0.0
CUST100711,SESS200711,2026-05-06 11:59:49,21.0,Female,Ahmedabad,Desktop,Social Media,27.01,15,11,3,0,0.0,0,3,1609.03,1,1,3,Pendants,1205.99,337,5167.16,6233.93,0,0.0
CUST108812,SESS208812,2026-05-11 02:17:57,35.0,Male,Delhi,Mobile,Email,2.13,4,3,2,0,0.0,0,2,1941.86,1,0,0,Bracelets,2684.28,15,4176.08,5355.17,0,0.0
CUST111032,SESS211032,2026-05-23 11:55:10,18.0,Female,Kolkata,Mobile,Direct,9.39,13,5,3,0,0.0,0,2,1084.51,0,0,1,Bracelets,2612.54,29,2433.03,3440.3,0,0.0
CUST103698,SESS203698,2026-03-25 01:03:19,20.0,Male,Pune,Mobile,Email,7.23,5,3,2,0,0.0,0,3,1912.11,0,0,0,Earrings,3307.34,69,5594.67,6820.7,0,0.0
CUST105716,SESS205716,2026-03-08 23:08:34,29.0,Male,Pune,Mobile,Organic Search,2.14,2,1,1,0,0.0,0,1,439.69,0,0,0,Anklets,828.96,231,487.15,623.73,0,0.0
CUST106825,SESS206825,2026-05-04 05:55:16,24.0,Male,Lucknow,Mobile,Organic Search,1.47,6,3,1,1,1476.49,1,1,1323.74,0,0,1,Necklaces,1576.02,323,1412.12,1961.76,1,1515.25
CUST101372,SESS201372,2026-04-22 00:38:57,42.0,Female,Hyderabad,Desktop,Organic Search,2.73,5,2,1,3,2949.46,1,1,1632.98,0,0,1,Bracelets,917.58,278,1700.3,2467.28,0,0.0
CUST110200,SESS210200,2026-03-14 17:23:22,21.0,Male,Pune,Tablet,Organic Search,3.5,3,1,1,0,0.0,0,1,1195.83,0,0,1,Rings,2970.62,95,1128.09,1584.26,0,0.0
CUST100712,SESS200712,2026-06-11 08:22:33,26.0,Female,Mumbai,Desktop,Paid Ads,4.59,4,1,1,0,0.0,0,2,2540.44,0,0,0,Earrings,936.42,104,5235.82,7093.51,0,0.0
CUST103329,SESS203329,2026-07-16 03:29:18,29.0,Female,Pune,Mobile,Direct,2.06,3,2,2,0,0.0,0,0,,0,0,0,Nose Pins,2194.6,9999,0.0,0.0,1,2094.06
CUST109835,SESS209835,2026-06-01 14:48:35,35.0,Female,Ahmedabad,Desktop,Social Media,3.12,6,3,2,0,0.0,0,2,1365.11,0,0,0,Pendants,650.74,53,2835.55,3706.95,0,0.0
CUST105718,SESS205718,2026-02-02 07:41:49,24.0,Female,Kolkata,Tablet,Organic Search,8.96,5,1,1,0,0.0,0,1,2383.91,1,1,1,Pendants,3644.09,42,2640.59,3696.38,0,0.0
CUST109543,SESS209543,2026-04-13 07:15:17,22.0,Female,Lucknow,Desktop,Direct,3.7,7,3,2,0,0.0,0,0,0.0,0,0,1,Pendants,3072.7,9999,0.0,52.19,1,3153.83
CUST105211,SESS205211,2026-02-26 10:03:15,23.0,Male,Chennai,Mobile,Organic Search,1.72,5,3,1,0,0.0,0,1,2639.49,0,0,1,Necklaces,299.0,41,2866.5,3529.0,0,0.0
CUST105045,SESS205045,2026-04-08 23:13:23,27.0,Male,Jaipur,Mobile,Referral,6.1,4,3,2,1,2182.26,0,3,1102.69,1,0,0,Rings,2136.0,67,3614.73,5809.84,0,0.0
CUST108358,SESS208358,2026-06-03 14:12:47,24.0,Male,Delhi,Mobile,Referral,5.66,5,2,1,0,0.0,0,1,1664.59,1,0,2,Pendants,2613.3,353,1684.07,2648.49,0,0.0
CUST110130,SESS210130,2026-03-24 01:14:10,22.0,Male,Hyderabad,Mobile,Organic Search,5.54,8,5,2,0,0.0,0,0,0.0,0,0,1,Rings,2948.21,9999,0.0,0.0,0,0.0
CUST103991,SESS203991,2026-06-16 08:08:18,23.0,Female,Hyderabad,Desktop,Social Media,5.79,2,1,1,3,9210.63,1,1,1554.34,1,0,3,Couple Sets,3180.27,212,1371.46,1963.68,0,0.0
CUST109148,SESS209148,2026-04-20 15:45:05,30.0,Female,Pune,Mobile,Social Media,1.85,2,1,1,0,0.0,0,1,1209.21,0,0,0,Pendants,1330.92,337,1046.84,1295.51,0,0.0
CUST101482,SESS201482,2026-03-25 03:13:44,21.0,Female,Delhi,Desktop,Social Media,32.05,15,10,6,0,0.0,0,0,0.0,0,0,1,Couple Sets,3166.95,9999,0.0,42.71,0,0.0
CUST101489,SESS201489,2026-05-03 02:16:36,16.0,Male,Ahmedabad,Desktop,Paid Ads,1.8,4,1,1,0,0.0,0,0,0.0,0,0,2,Nose Pins,522.66,9999,0.0,6.51,0,0.0
CUST100104,SESS200104,2026-06-24 01:18:45,37.0,Female,Lucknow,Mobile,Organic Search,9.32,10,6,3,0,0.0,0,3,2103.42,1,1,0,Pendants,807.78,52,6267.64,8398.84,0,0.0
CUST107924,SESS207924,2026-02-24 13:22:13,28.0,Female,Chennai,Mobile,Email,17.25,14,9,5,3,8419.45,1,1,2614.09,1,0,2,Couple Sets,2584.39,10,2356.01,3146.4,1,8818.67
CUST101794,SESS201794,2026-04-28 14:02:04,28.0,Female,Lucknow,Mobile,Direct,2.1,4,2,1,0,0.0,0,1,2078.8,0,0,3,Couple Sets,3092.34,201,2276.02,3564.2,0,0.0
